_path,_write_ts,ts,cause,analyzer_kind,analyzer_name,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,failure_reason
analyzer,2018-03-24T17:15:30.251796Z,2018-03-24T17:15:30.251796Z,violation,protocol,RDP,CZJv7m1HOePCb663v2,10.164.94.120,33693,10.47.8.218,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.302540Z,2018-03-24T17:15:30.302540Z,violation,protocol,RDP,CN74D32d7ZEMXndVIl,10.164.94.120,42433,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.313064Z,2018-03-24T17:15:30.313064Z,violation,protocol,RDP,C80kDYCJet4AEubHk,10.164.94.120,44073,10.47.3.10,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.324024Z,2018-03-24T17:15:30.324024Z,violation,protocol,RDP,CP437KiDXLAPDEZCk,10.164.94.120,39859,10.47.3.150,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.459551Z,2018-03-24T17:15:30.459551Z,violation,protocol,RDP,CqFGnCeFWF3KaCsJf,10.164.94.120,37799,10.47.23.166,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.503162Z,2018-03-24T17:15:30.503162Z,violation,protocol,RDP,CiNKei3JlH5furpWeb,10.164.94.120,37607,10.47.24.170,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.600710Z,2018-03-24T17:15:30.600710Z,violation,protocol,RDP,CScoo72nfnDZHhh476,10.164.94.120,35027,10.47.21.172,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.683694Z,2018-03-24T17:15:30.683694Z,violation,protocol,RDP,CyZIfX37o1FsJmcfXi,10.164.94.120,39487,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.709679Z,2018-03-24T17:15:30.709679Z,violation,protocol,RDP,CVefSuGSEmw3EJoFg,10.164.94.120,42165,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.719846Z,2018-03-24T17:15:30.719846Z,violation,protocol,RDP,CIFDGx3dsQYjj4cIPf,10.164.94.120,33753,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.721640Z,2018-03-24T17:15:30.721640Z,violation,protocol,RDP,C1A8Kc103RpOSzWJ8f,10.164.94.120,45187,10.47.8.10,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.730054Z,2018-03-24T17:15:30.730054Z,violation,protocol,RDP,CQMrik3kj9tWKVAun2,10.164.94.120,44697,10.47.3.153,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:30.876926Z,2018-03-24T17:15:30.876926Z,violation,protocol,RDP,CGI4vH15NltHMKRvVj,10.164.94.120,44285,10.47.8.151,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.005277Z,2018-03-24T17:15:31.005277Z,violation,protocol,RDP,CuvlVn3W8Ig3gQigia,10.164.94.120,33129,10.47.8.154,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.013890Z,2018-03-24T17:15:31.013890Z,violation,protocol,RDP,C6khwQBnYGYVaKeN9,10.164.94.120,34691,10.47.8.151,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.082063Z,2018-03-24T17:15:31.082063Z,violation,protocol,RDP,CklseAnBp3rgwtnva,10.164.94.120,37415,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.100098Z,2018-03-24T17:15:31.100098Z,violation,protocol,RDP,CJi3dm2kDNex2CUUgd,10.164.94.120,42647,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.116428Z,2018-03-24T17:15:31.116428Z,violation,protocol,RDP,Chskk64cFtXvy5eSek,10.164.94.120,44925,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.129711Z,2018-03-24T17:15:31.129711Z,violation,protocol,RDP,CvAArI3ODmyqDIovH6,10.164.94.120,33657,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.134983Z,2018-03-24T17:15:31.134983Z,violation,protocol,RDP,CbwIFc2W6jInzeFHAf,10.164.94.120,40201,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.153566Z,2018-03-24T17:15:31.153566Z,violation,protocol,RDP,CPjOS93iYxZbk8Z8Me,10.164.94.120,44243,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.178303Z,2018-03-24T17:15:31.178303Z,violation,protocol,RDP,CL8Sh51KZxZJRaHqS1,10.164.94.120,40721,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.195617Z,2018-03-24T17:15:31.195617Z,violation,protocol,RDP,CCgcmh1A10MZ8rs144,10.164.94.120,44339,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.212875Z,2018-03-24T17:15:31.212875Z,violation,protocol,RDP,CaQOwdFc9oEfX5Sb7,10.164.94.120,46117,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.228648Z,2018-03-24T17:15:31.228648Z,violation,protocol,RDP,ClUe6j2jgXvSmPDJl7,10.164.94.120,42009,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.243865Z,2018-03-24T17:15:31.243865Z,violation,protocol,RDP,Cgl6uX3FH2yLJePsBh,10.164.94.120,40667,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.262268Z,2018-03-24T17:15:31.262268Z,violation,protocol,RDP,CtlXH3cQfM2UENLIk,10.164.94.120,45357,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.268535Z,2018-03-24T17:15:31.268535Z,violation,protocol,RDP,CM18Vi350MD2AtFZs3,10.164.94.120,35927,10.47.3.218,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.278132Z,2018-03-24T17:15:31.278132Z,violation,protocol,RDP,CInF0u44Wy2qiSBw0k,10.164.94.120,41327,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.293058Z,2018-03-24T17:15:31.293058Z,violation,protocol,RDP,Cpl0Gx2HksGaR90lfj,10.164.94.120,33619,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.294151Z,2018-03-24T17:15:31.294151Z,violation,protocol,RDP,CF5C083wFCxKVer8wh,10.164.94.120,35359,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.313164Z,2018-03-24T17:15:31.313164Z,violation,protocol,RDP,Csy16T28uuMgZqtCM7,10.164.94.120,40799,10.47.8.218,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.313359Z,2018-03-24T17:15:31.313359Z,violation,protocol,RDP,CEvHoq4qJobAtJeqV1,10.164.94.120,33821,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.318769Z,2018-03-24T17:15:31.318769Z,violation,protocol,RDP,CtJa3h4rC0kQquL2S4,10.164.94.120,45255,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.323641Z,2018-03-24T17:15:31.323641Z,violation,protocol,RDP,Co67aL1KQu386MsoU5,10.164.94.120,42609,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.332665Z,2018-03-24T17:15:31.332665Z,violation,protocol,RDP,CRefjJ135JGftkgegd,10.164.94.120,45465,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.333224Z,2018-03-24T17:15:31.333224Z,violation,protocol,RDP,CMWXgq19uPcr2lw23l,10.164.94.120,41307,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.336515Z,2018-03-24T17:15:31.336515Z,violation,protocol,RDP,CBM1Th1fp4zW0atnqe,10.164.94.120,32925,10.47.3.150,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.337008Z,2018-03-24T17:15:31.337008Z,violation,protocol,RDP,CLVmbY3XMM8CNuhsu7,10.164.94.120,33639,10.47.3.10,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.341896Z,2018-03-24T17:15:31.341896Z,violation,protocol,RDP,CdyvzE2fZxnpa3awGf,10.164.94.120,40881,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.350856Z,2018-03-24T17:15:31.350856Z,violation,protocol,RDP,CuBhe127e1tIuiatV3,10.164.94.120,36005,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.351104Z,2018-03-24T17:15:31.351104Z,violation,protocol,RDP,C5IOU925LDlT2RipFc,10.164.94.120,44637,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.359055Z,2018-03-24T17:15:31.359055Z,violation,protocol,RDP,CYgNvn4eG12VsOr44b,10.164.94.120,40359,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.364856Z,2018-03-24T17:15:31.364856Z,violation,protocol,RDP,Ct9FC042SmfSRsFJQ4,10.164.94.120,35425,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.370371Z,2018-03-24T17:15:31.370371Z,violation,protocol,RDP,CAa5Ll3aUQNkui2FM7,10.164.94.120,34219,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.378527Z,2018-03-24T17:15:31.378527Z,violation,protocol,RDP,C90jOY2yWTnVr1np0b,10.164.94.120,36371,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.395966Z,2018-03-24T17:15:31.395966Z,violation,protocol,RDP,CbUwPvbaiak0RtVA7,10.164.94.120,36991,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.410491Z,2018-03-24T17:15:31.410491Z,violation,protocol,RDP,CNfrHF4HOdJSQV4ipb,10.164.94.120,37065,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.427676Z,2018-03-24T17:15:31.427676Z,violation,protocol,RDP,CZc2Xg480HCaNTukbc,10.164.94.120,38291,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.443560Z,2018-03-24T17:15:31.443560Z,violation,protocol,RDP,C2nmDz4zr8TgAjYtgi,10.164.94.120,44571,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.459368Z,2018-03-24T17:15:31.459368Z,violation,protocol,RDP,CqXxbB28sN6e7Apn65,10.164.94.120,41961,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.473831Z,2018-03-24T17:15:31.473831Z,violation,protocol,RDP,Ckpmdx2koWaMQDmKRa,10.164.94.120,43737,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.487499Z,2018-03-24T17:15:31.487499Z,violation,protocol,RDP,CbsiMY22ejk3H7Ieg4,10.164.94.120,40685,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.499272Z,2018-03-24T17:15:31.499272Z,violation,protocol,RDP,CpEb6z15jgWAU4u5I3,10.164.94.120,40389,10.47.23.166,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.503531Z,2018-03-24T17:15:31.503531Z,violation,protocol,RDP,CYbtuV28NRKknibfVh,10.164.94.120,39283,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.517334Z,2018-03-24T17:15:31.517334Z,violation,protocol,RDP,C8tIql3TntdevGYIQj,10.164.94.120,35943,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.532526Z,2018-03-24T17:15:31.532526Z,violation,protocol,RDP,COIKFB1n0PtICeyjze,10.164.94.120,41459,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.546829Z,2018-03-24T17:15:31.546829Z,violation,protocol,RDP,CSvCaP2l0PyaxdvBTj,10.164.94.120,35745,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.551219Z,2018-03-24T17:15:31.551219Z,violation,protocol,RDP,CR985g3LaxSrfSm9C2,10.164.94.120,42293,10.47.24.170,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.560079Z,2018-03-24T17:15:31.560079Z,violation,protocol,RDP,CA8lIlG25WLpWTt27,10.164.94.120,38539,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.573005Z,2018-03-24T17:15:31.573005Z,violation,protocol,RDP,C1d0Dp4oHCB2DQLFlb,10.164.94.120,38881,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.586829Z,2018-03-24T17:15:31.586829Z,violation,protocol,RDP,COoBoG2VWjVCPVka3f,10.164.94.120,38811,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.594637Z,2018-03-24T17:15:31.594637Z,violation,protocol,RDP,CWvfp12CTrGMKaot4b,10.164.94.120,42633,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.600903Z,2018-03-24T17:15:31.600903Z,violation,protocol,RDP,CI2dfe2WF5bps9T4ih,10.164.94.120,42647,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.610342Z,2018-03-24T17:15:31.610342Z,violation,protocol,RDP,CptkS92Xc3lFWDXkfj,10.164.94.120,41107,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.614535Z,2018-03-24T17:15:31.614535Z,violation,protocol,RDP,CAGhGI1nOqjnc5fx2,10.164.94.120,41531,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.618060Z,2018-03-24T17:15:31.618060Z,violation,protocol,RDP,CRElYkuoT8Bv9RCf,10.164.94.120,41527,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.625421Z,2018-03-24T17:15:31.625421Z,violation,protocol,RDP,C11pW54y8k4y0RZwV8,10.164.94.120,37509,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.628652Z,2018-03-24T17:15:31.628652Z,violation,protocol,RDP,CKynWv3hnzVKMP5Df1,10.164.94.120,39029,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.631467Z,2018-03-24T17:15:31.631467Z,violation,protocol,RDP,Cnmy4f4ON1lFpRLvek,10.164.94.120,40117,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.632384Z,2018-03-24T17:15:31.632384Z,violation,protocol,RDP,CjjNIx1mfoaLOCPC95,10.164.94.120,34527,10.47.21.172,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.640845Z,2018-03-24T17:15:31.640845Z,violation,protocol,HTTP,C5DBWi4vymDjCGlTcf,10.164.94.120,41803,10.47.3.142,515,not a http reply line
analyzer,2018-03-24T17:15:31.643849Z,2018-03-24T17:15:31.643849Z,violation,protocol,RDP,Cghbyo2G8mGtUb9mL5,10.164.94.120,37175,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:31.652121Z,2018-03-24T17:15:31.652121Z,violation,protocol,RDP,CHpwA6JHgtnAqGSck,10.164.94.120,34961,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
